county,state,county_state,income_group,shortage
Chaves County,New Mexico,"Chaves County, NM",r_gap30,890
Cheatham County,Tennessee,"Cheatham County, TN",r_gap30,435
Cheboygan County,Michigan,"Cheboygan County, MI",r_gap30,285
Chelan County,Washington,"Chelan County, WA",r_gap30,630
Chemung County,New York,"Chemung County, NY",r_gap30,2210
Chenango County,New York,"Chenango County, NY",r_gap30,864
Cherokee County,Alabama,"Cherokee County, AL",r_gap30,225
Cherokee County,Georgia,"Cherokee County, GA",r_gap30,2145
Cherokee County,Iowa,"Cherokee County, IA",r_gap30,45
Cherokee County,Kansas,"Cherokee County, KS",r_gap30,0
Cherokee County,North Carolina,"Cherokee County, NC",r_gap30,130
Cherokee County,Oklahoma,"Cherokee County, OK",r_gap30,910
Cherokee County,South Carolina,"Cherokee County, SC",r_gap30,844
Cherokee County,Texas,"Cherokee County, TX",r_gap30,610
Cherry County,Nebraska,"Cherry County, NE",r_gap30,26
Chesapeake city,Virginia,"Chesapeake city, VA",r_gap30,2985
Cheshire County,New Hampshire,"Cheshire County, NH",r_gap30,1451
Chester County,Pennsylvania,"Chester County, PA",r_gap30,6795
Chester County,South Carolina,"Chester County, SC",r_gap30,540
Chester County,Tennessee,"Chester County, TN",r_gap30,325
Chesterfield County,South Carolina,"Chesterfield County, SC",r_gap30,695
Chesterfield County,Virginia,"Chesterfield County, VA",r_gap30,3455
Cheyenne County,Colorado,"Cheyenne County, CO",r_gap30,0
Cheyenne County,Kansas,"Cheyenne County, KS",r_gap30,19
Cheyenne County,Nebraska,"Cheyenne County, NE",r_gap30,35
Chickasaw County,Iowa,"Chickasaw County, IA",r_gap30,64
Chickasaw County,Mississippi,"Chickasaw County, MS",r_gap30,405
Chicot County,Arkansas,"Chicot County, AR",r_gap30,255
Childress County,Texas,"Childress County, TX",r_gap30,30
Chilton County,Alabama,"Chilton County, AL",r_gap30,400
Chippewa County,Michigan,"Chippewa County, MI",r_gap30,495
Chippewa County,Minnesota,"Chippewa County, MN",r_gap30,179
Chippewa County,Wisconsin,"Chippewa County, WI",r_gap30,824
Chisago County,Minnesota,"Chisago County, MN",r_gap30,536
Chittenden County,Vermont,"Chittenden County, VT",r_gap30,4370
Choctaw County,Alabama,"Choctaw County, AL",r_gap30,205
Choctaw County,Mississippi,"Choctaw County, MS",r_gap30,130
Choctaw County,Oklahoma,"Choctaw County, OK",r_gap30,315
Chouteau County,Montana,"Chouteau County, MT",r_gap30,30
Chowan County,North Carolina,"Chowan County, NC",r_gap30,375
Christian County,Illinois,"Christian County, IL",r_gap30,250
Christian County,Kentucky,"Christian County, KY",r_gap30,1870
Christian County,Missouri,"Christian County, MO",r_gap30,715
Churchill County,Nevada,"Churchill County, NV",r_gap30,421
Cibola County,New Mexico,"Cibola County, NM",r_gap30,320
Cimarron County,Oklahoma,"Cimarron County, OK",r_gap30,0
Citrus County,Florida,"Citrus County, FL",r_gap30,1980
Clackamas County,Oregon,"Clackamas County, OR",r_gap30,5350
Claiborne County,Mississippi,"Claiborne County, MS",r_gap30,220
Claiborne County,Tennessee,"Claiborne County, TN",r_gap30,805
Claiborne Parish,Louisiana,"Claiborne Parish, LA",r_gap30,415
Clallam County,Washington,"Clallam County, WA",r_gap30,1355
Clare County,Michigan,"Clare County, MI",r_gap30,476
Clarendon County,South Carolina,"Clarendon County, SC",r_gap30,355
Clarion County,Pennsylvania,"Clarion County, PA",r_gap30,785
Clark County,Arkansas,"Clark County, AR",r_gap30,445
Clark County,Idaho,"Clark County, ID",r_gap30,4
Clark County,Illinois,"Clark County, IL",r_gap30,125
Clark County,Indiana,"Clark County, IN",r_gap30,1319
Clark County,Kansas,"Clark County, KS",r_gap30,10
Clark County,Kentucky,"Clark County, KY",r_gap30,530
Clark County,Missouri,"Clark County, MO",r_gap30,65
Clark County,Nevada,"Clark County, NV",r_gap30,53595
Clark County,Ohio,"Clark County, OH",r_gap30,3035
Clark County,South Dakota,"Clark County, SD",r_gap30,0
Clark County,Washington,"Clark County, WA",r_gap30,7251
Clark County,Wisconsin,"Clark County, WI",r_gap30,164
Clarke County,Alabama,"Clarke County, AL",r_gap30,535
Clarke County,Georgia,"Clarke County, GA",r_gap30,7585
Clarke County,Iowa,"Clarke County, IA",r_gap30,259
Clarke County,Mississippi,"Clarke County, MS",r_gap30,185
Clarke County,Virginia,"Clarke County, VA",r_gap30,190
Clatsop County,Oregon,"Clatsop County, OR",r_gap30,491
Clay County,Alabama,"Clay County, AL",r_gap30,65
Clay County,Arkansas,"Clay County, AR",r_gap30,235
Clay County,Florida,"Clay County, FL",r_gap30,2135
Clay County,Georgia,"Clay County, GA",r_gap30,69
Clay County,Iowa,"Clay County, IA",r_gap30,225
Clay County,Illinois,"Clay County, IL",r_gap30,125
Clay County,Indiana,"Clay County, IN",r_gap30,340
Clay County,Kansas,"Clay County, KS",r_gap30,75
Clay County,Kentucky,"Clay County, KY",r_gap30,385
Clay County,Minnesota,"Clay County, MN",r_gap30,1590
Clay County,Missouri,"Clay County, MO",r_gap30,4070
Clay County,Mississippi,"Clay County, MS",r_gap30,455
Clay County,North Carolina,"Clay County, NC",r_gap30,75
Clay County,Nebraska,"Clay County, NE",r_gap30,40
Clay County,South Dakota,"Clay County, SD",r_gap30,691
Clay County,Tennessee,"Clay County, TN",r_gap30,70
Clay County,Texas,"Clay County, TX",r_gap30,69
Clay County,West Virginia,"Clay County, WV",r_gap30,30
Clayton County,Georgia,"Clayton County, GA",r_gap30,10010
Clayton County,Iowa,"Clayton County, IA",r_gap30,145
Clear Creek County,Colorado,"Clear Creek County, CO",r_gap30,165
Clearfield County,Pennsylvania,"Clearfield County, PA",r_gap30,885
Clearwater County,Idaho,"Clearwater County, ID",r_gap30,75
Clearwater County,Minnesota,"Clearwater County, MN",r_gap30,90
Cleburne County,Alabama,"Cleburne County, AL",r_gap30,135
Cleburne County,Arkansas,"Cleburne County, AR",r_gap30,304
Clermont County,Ohio,"Clermont County, OH",r_gap30,2935
Cleveland County,Arkansas,"Cleveland County, AR",r_gap30,75
Cleveland County,North Carolina,"Cleveland County, NC",r_gap30,2415
Cleveland County,Oklahoma,"Cleveland County, OK",r_gap30,6365
Clinch County,Georgia,"Clinch County, GA",r_gap30,120
Clinton County,Iowa,"Clinton County, IA",r_gap30,930
Clinton County,Illinois,"Clinton County, IL",r_gap30,434
Clinton County,Indiana,"Clinton County, IN",r_gap30,344
Clinton County,Kentucky,"Clinton County, KY",r_gap30,90
Clinton County,Michigan,"Clinton County, MI",r_gap30,860
Clinton County,Missouri,"Clinton County, MO",r_gap30,295
Clinton County,New York,"Clinton County, NY",r_gap30,1865
Clinton County,Ohio,"Clinton County, OH",r_gap30,940
Clinton County,Pennsylvania,"Clinton County, PA",r_gap30,530
Cloud County,Kansas,"Cloud County, KS",r_gap30,40
Coahoma County,Mississippi,"Coahoma County, MS",r_gap30,800
Coal County,Oklahoma,"Coal County, OK",r_gap30,35
Cobb County,Georgia,"Cobb County, GA",r_gap30,13740
Cochise County,Arizona,"Cochise County, AZ",r_gap30,1790
Cochran County,Texas,"Cochran County, TX",r_gap30,49
Cocke County,Tennessee,"Cocke County, TN",r_gap30,775
Coconino County,Arizona,"Coconino County, AZ",r_gap30,3145
Codington County,South Dakota,"Codington County, SD",r_gap30,690
Coffee County,Alabama,"Coffee County, AL",r_gap30,860
Coffee County,Georgia,"Coffee County, GA",r_gap30,540
Coffee County,Tennessee,"Coffee County, TN",r_gap30,770
Coffey County,Kansas,"Coffey County, KS",r_gap30,94
Coke County,Texas,"Coke County, TX",r_gap30,95
Colbert County,Alabama,"Colbert County, AL",r_gap30,660
Cole County,Missouri,"Cole County, MO",r_gap30,1290
Coleman County,Texas,"Coleman County, TX",r_gap30,150
Coles County,Illinois,"Coles County, IL",r_gap30,1995
Colfax County,Nebraska,"Colfax County, NE",r_gap30,35
Colfax County,New Mexico,"Colfax County, NM",r_gap30,260
Colleton County,South Carolina,"Colleton County, SC",r_gap30,380
Collier County,Florida,"Collier County, FL",r_gap30,4705
Collin County,Texas,"Collin County, TX",r_gap30,12005
Collingsworth County,Texas,"Collingsworth County, TX",r_gap30,24
Colonial Heights city,Virginia,"Colonial Heights city, VA",r_gap30,450
Colorado County,Texas,"Colorado County, TX",r_gap30,84
Colquitt County,Georgia,"Colquitt County, GA",r_gap30,960
Columbia County,Arkansas,"Columbia County, AR",r_gap30,580
Columbia County,Florida,"Columbia County, FL",r_gap30,880
Columbia County,Georgia,"Columbia County, GA",r_gap30,740
Columbia County,New York,"Columbia County, NY",r_gap30,1050
Columbia County,Oregon,"Columbia County, OR",r_gap30,860
Columbia County,Pennsylvania,"Columbia County, PA",r_gap30,1810
Columbia County,Washington,"Columbia County, WA",r_gap30,75
Columbia County,Wisconsin,"Columbia County, WI",r_gap30,730
Columbiana County,Ohio,"Columbiana County, OH",r_gap30,1385
Columbus County,North Carolina,"Columbus County, NC",r_gap30,1365
Colusa County,California,"Colusa County, CA",r_gap30,285
Comal County,Texas,"Comal County, TX",r_gap30,1085
Comanche County,Kansas,"Comanche County, KS",r_gap30,4
Comanche County,Oklahoma,"Comanche County, OK",r_gap30,2335
Comanche County,Texas,"Comanche County, TX",r_gap30,104
Concho County,Texas,"Concho County, TX",r_gap30,15
Concordia Parish,Louisiana,"Concordia Parish, LA",r_gap30,265
Conecuh County,Alabama,"Conecuh County, AL",r_gap30,155
Conejos County,Colorado,"Conejos County, CO",r_gap30,60
Contra Costa County,California,"Contra Costa County, CA",r_gap30,23715
Converse County,Wyoming,"Converse County, WY",r_gap30,35
Conway County,Arkansas,"Conway County, AR",r_gap30,284
Cook County,Georgia,"Cook County, GA",r_gap30,440
Cook County,Illinois,"Cook County, IL",r_gap30,173215
Cook County,Minnesota,"Cook County, MN",r_gap30,79
Cooke County,Texas,"Cooke County, TX",r_gap30,339
Cooper County,Missouri,"Cooper County, MO",r_gap30,139
Coos County,New Hampshire,"Coos County, NH",r_gap30,669
Coos County,Oregon,"Coos County, OR",r_gap30,1315
Coosa County,Alabama,"Coosa County, AL",r_gap30,9
Copiah County,Mississippi,"Copiah County, MS",r_gap30,454
Corson County,South Dakota,"Corson County, SD",r_gap30,54
Cortland County,New York,"Cortland County, NY",r_gap30,1065
Coryell County,Texas,"Coryell County, TX",r_gap30,830
Coshocton County,Ohio,"Coshocton County, OH",r_gap30,480
Costilla County,Colorado,"Costilla County, CO",r_gap30,60
Cottle County,Texas,"Cottle County, TX",r_gap30,8
Cotton County,Oklahoma,"Cotton County, OK",r_gap30,85
Cottonwood County,Minnesota,"Cottonwood County, MN",r_gap30,185
Covington city,Virginia,"Covington city, VA",r_gap30,150
Covington County,Alabama,"Covington County, AL",r_gap30,465
Covington County,Mississippi,"Covington County, MS",r_gap30,200
Coweta County,Georgia,"Coweta County, GA",r_gap30,2346
Cowley County,Kansas,"Cowley County, KS",r_gap30,620
Cowlitz County,Washington,"Cowlitz County, WA",r_gap30,2120
Craig County,Oklahoma,"Craig County, OK",r_gap30,140
Craig County,Virginia,"Craig County, VA",r_gap30,55
Craighead County,Arkansas,"Craighead County, AR",r_gap30,2415
Crane County,Texas,"Crane County, TX",r_gap30,41
Craven County,North Carolina,"Craven County, NC",r_gap30,1340
Crawford County,Arkansas,"Crawford County, AR",r_gap30,800
Crawford County,Georgia,"Crawford County, GA",r_gap30,145
Crawford County,Iowa,"Crawford County, IA",r_gap30,264
Crawford County,Illinois,"Crawford County, IL",r_gap30,245
Crawford County,Indiana,"Crawford County, IN",r_gap30,64
Crawford County,Kansas,"Crawford County, KS",r_gap30,1270
Crawford County,Michigan,"Crawford County, MI",r_gap30,195
Crawford County,Missouri,"Crawford County, MO",r_gap30,425
Crawford County,Ohio,"Crawford County, OH",r_gap30,810
Crawford County,Pennsylvania,"Crawford County, PA",r_gap30,1150
Crawford County,Wisconsin,"Crawford County, WI",r_gap30,155
Creek County,Oklahoma,"Creek County, OK",r_gap30,845
Crenshaw County,Alabama,"Crenshaw County, AL",r_gap30,179
Crisp County,Georgia,"Crisp County, GA",r_gap30,765
Crittenden County,Arkansas,"Crittenden County, AR",r_gap30,1285
Crittenden County,Kentucky,"Crittenden County, KY",r_gap30,65
Crockett County,Tennessee,"Crockett County, TN",r_gap30,119
Crockett County,Texas,"Crockett County, TX",r_gap30,50
Crook County,Oregon,"Crook County, OR",r_gap30,310
Crook County,Wyoming,"Crook County, WY",r_gap30,10
Crosby County,Texas,"Crosby County, TX",r_gap30,40
Cross County,Arkansas,"Cross County, AR",r_gap30,200
Crow Wing County,Minnesota,"Crow Wing County, MN",r_gap30,890
Crowley County,Colorado,"Crowley County, CO",r_gap30,15
Culberson County,Texas,"Culberson County, TX",r_gap30,40
Cullman County,Alabama,"Cullman County, AL",r_gap30,1140
Culpeper County,Virginia,"Culpeper County, VA",r_gap30,765
Cumberland County,Illinois,"Cumberland County, IL",r_gap30,69
Cumberland County,Kentucky,"Cumberland County, KY",r_gap30,40
Cumberland County,Maine,"Cumberland County, ME",r_gap30,5905
Cumberland County,North Carolina,"Cumberland County, NC",r_gap30,7270
Cumberland County,New Jersey,"Cumberland County, NJ",r_gap30,3660
Cumberland County,Pennsylvania,"Cumberland County, PA",r_gap30,3475
Cumberland County,Tennessee,"Cumberland County, TN",r_gap30,620
Cumberland County,Virginia,"Cumberland County, VA",r_gap30,84
Cuming County,Nebraska,"Cuming County, NE",r_gap30,55
Currituck County,North Carolina,"Currituck County, NC",r_gap30,0
Curry County,New Mexico,"Curry County, NM",r_gap30,1095
Curry County,Oregon,"Curry County, OR",r_gap30,375
Custer County,Colorado,"Custer County, CO",r_gap30,0
Custer County,Idaho,"Custer County, ID",r_gap30,35
Custer County,Montana,"Custer County, MT",r_gap30,134
Custer County,Nebraska,"Custer County, NE",r_gap30,96
Custer County,Oklahoma,"Custer County, OK",r_gap30,575
Custer County,South Dakota,"Custer County, SD",r_gap30,145
Cuyahoga County,Ohio,"Cuyahoga County, OH",r_gap30,43445
Dade County,Georgia,"Dade County, GA",r_gap30,214
Dade County,Missouri,"Dade County, MO",r_gap30,90
Daggett County,Utah,"Daggett County, UT",r_gap30,0
Dakota County,Minnesota,"Dakota County, MN",r_gap30,6160
Dakota County,Nebraska,"Dakota County, NE",r_gap30,330
Dale County,Alabama,"Dale County, AL",r_gap30,900
Dallam County,Texas,"Dallam County, TX",r_gap30,9
Dallas County,Alabama,"Dallas County, AL",r_gap30,1735
Dallas County,Arkansas,"Dallas County, AR",r_gap30,74
Dallas County,Iowa,"Dallas County, IA",r_gap30,840
Dallas County,Missouri,"Dallas County, MO",r_gap30,196
Dallas County,Texas,"Dallas County, TX",r_gap30,80690
Dane County,Wisconsin,"Dane County, WI",r_gap30,18850
Daniels County,Montana,"Daniels County, MT",r_gap30,10
Danville city,Virginia,"Danville city, VA",r_gap30,1355
Dare County,North Carolina,"Dare County, NC",r_gap30,260
Darke County,Ohio,"Darke County, OH",r_gap30,699
Darlington County,South Carolina,"Darlington County, SC",r_gap30,1160
Dauphin County,Pennsylvania,"Dauphin County, PA",r_gap30,6735
Davidson County,North Carolina,"Davidson County, NC",r_gap30,2945
Davidson County,Tennessee,"Davidson County, TN",r_gap30,18245
Davie County,North Carolina,"Davie County, NC",r_gap30,345
Daviess County,Indiana,"Daviess County, IN",r_gap30,285
Daviess County,Kentucky,"Daviess County, KY",r_gap30,1855
Daviess County,Missouri,"Daviess County, MO",r_gap30,45
Davis County,Iowa,"Davis County, IA",r_gap30,75
Davis County,Utah,"Davis County, UT",r_gap30,2740
Davison County,South Dakota,"Davison County, SD",r_gap30,440
Dawes County,Nebraska,"Dawes County, NE",r_gap30,220
Dawson County,Georgia,"Dawson County, GA",r_gap30,280
Dawson County,Montana,"Dawson County, MT",r_gap30,95
Dawson County,Nebraska,"Dawson County, NE",r_gap30,245
Dawson County,Texas,"Dawson County, TX",r_gap30,59
Day County,South Dakota,"Day County, SD",r_gap30,73
De Baca County,New Mexico,"De Baca County, NM",r_gap30,4
De Soto Parish,Louisiana,"De Soto Parish, LA",r_gap30,520
De Witt County,Illinois,"De Witt County, IL",r_gap30,44
Deaf Smith County,Texas,"Deaf Smith County, TX",r_gap30,154
Dearborn County,Indiana,"Dearborn County, IN",r_gap30,480
Decatur County,Georgia,"Decatur County, GA",r_gap30,935
Decatur County,Iowa,"Decatur County, IA",r_gap30,210
Decatur County,Indiana,"Decatur County, IN",r_gap30,294
Decatur County,Kansas,"Decatur County, KS",r_gap30,24
Decatur County,Tennessee,"Decatur County, TN",r_gap30,315
Deer Lodge County,Montana,"Deer Lodge County, MT",r_gap30,200
Defiance County,Ohio,"Defiance County, OH",r_gap30,295
DeKalb County,Alabama,"DeKalb County, AL",r_gap30,190
DeKalb County,Georgia,"DeKalb County, GA",r_gap30,22925
DeKalb County,Illinois,"DeKalb County, IL",r_gap30,3570
DeKalb County,Indiana,"DeKalb County, IN",r_gap30,390
DeKalb County,Missouri,"DeKalb County, MO",r_gap30,0
DeKalb County,Tennessee,"DeKalb County, TN",r_gap30,321
Del Norte County,California,"Del Norte County, CA",r_gap30,675
Delaware County,Iowa,"Delaware County, IA",r_gap30,35
Delaware County,Indiana,"Delaware County, IN",r_gap30,4020
Delaware County,New York,"Delaware County, NY",r_gap30,960
Delaware County,Ohio,"Delaware County, OH",r_gap30,1085
Delaware County,Oklahoma,"Delaware County, OK",r_gap30,365
Delaware County,Pennsylvania,"Delaware County, PA",r_gap30,12095
Delta County,Colorado,"Delta County, CO",r_gap30,766
Delta County,Michigan,"Delta County, MI",r_gap30,600
Delta County,Texas,"Delta County, TX",r_gap30,100
Denali Borough,Alaska,"Denali Borough, AK",r_gap30,4
Dent County,Missouri,"Dent County, MO",r_gap30,180
Denton County,Texas,"Denton County, TX",r_gap30,13820
Denver County,Colorado,"Denver County, CO",r_gap30,22975
Des Moines County,Iowa,"Des Moines County, IA",r_gap30,905
Deschutes County,Oregon,"Deschutes County, OR",r_gap30,2560
Desha County,Arkansas,"Desha County, AR",r_gap30,320
DeSoto County,Florida,"DeSoto County, FL",r_gap30,500
DeSoto County,Mississippi,"DeSoto County, MS",r_gap30,1470
Deuel County,Nebraska,"Deuel County, NE",r_gap30,6
Deuel County,South Dakota,"Deuel County, SD",r_gap30,0
Dewey County,Oklahoma,"Dewey County, OK",r_gap30,10
Dewey County,South Dakota,"Dewey County, SD",r_gap30,40
DeWitt County,Texas,"DeWitt County, TX",r_gap30,129
Dickens County,Texas,"Dickens County, TX",r_gap30,25
Dickenson County,Virginia,"Dickenson County, VA",r_gap30,365
Dickey County,North Dakota,"Dickey County, ND",r_gap30,40
Dickinson County,Iowa,"Dickinson County, IA",r_gap30,240
Dickinson County,Kansas,"Dickinson County, KS",r_gap30,259
Dickinson County,Michigan,"Dickinson County, MI",r_gap30,270
Dickson County,Tennessee,"Dickson County, TN",r_gap30,680
Dillingham Census Area,Alaska,"Dillingham Census Area, AK",r_gap30,15
Dillon County,South Carolina,"Dillon County, SC",r_gap30,645
Dimmit County,Texas,"Dimmit County, TX",r_gap30,201
Dinwiddie County,Virginia,"Dinwiddie County, VA",r_gap30,425
District of Columbia,NA,"District of Columbia, NA",r_gap30,29585
Divide County,North Dakota,"Divide County, ND",r_gap30,0
